Fra;Til;KWH 60 Forbruk
03.07.2019 04:00;03.07.2019 05:00;2.017
03.07.2019 05:00;03.07.2019 06:00;1.373
03.07.2019 06:00;03.07.2019 07:00;3.306
03.07.2019 07:00;03.07.2019 08:00;2.369
03.07.2019 08:00;03.07.2019 09:00;2.449
03.07.2019 09:00;03.07.2019 10:00;2.935
03.07.2019 10:00;03.07.2019 11:00;2.259
03.07.2019 11:00;03.07.2019 12:00;5.439
03.07.2019 12:00;03.07.2019 13:00;6.285
03.07.2019 13:00;03.07.2019 14:00;4.984
03.07.2019 14:00;03.07.2019 15:00;1.7
03.07.2019 15:00;03.07.2019 16:00;1.206
03.07.2019 16:00;03.07.2019 17:00;1.085
03.07.2019 17:00;03.07.2019 18:00;1.016
03.07.2019 18:00;03.07.2019 19:00;1.097
03.07.2019 19:00;03.07.2019 20:00;0.986
03.07.2019 20:00;03.07.2019 21:00;2.009
03.07.2019 21:00;03.07.2019 22:00;1.077
03.07.2019 22:00;03.07.2019 23:00;0.989
03.07.2019 23:00;04.07.2019 00:00;1.087
04.07.2019 00:00;04.07.2019 01:00;1.721
04.07.2019 01:00;04.07.2019 02:00;1.801
04.07.2019 02:00;04.07.2019 03:00;1.3
04.07.2019 03:00;04.07.2019 04:00;1.08
04.07.2019 04:00;04.07.2019 05:00;1.148
04.07.2019 05:00;04.07.2019 06:00;1.247
04.07.2019 06:00;04.07.2019 07:00;1.368
04.07.2019 07:00;04.07.2019 08:00;1.24
04.07.2019 08:00;04.07.2019 09:00;1.254
04.07.2019 09:00;04.07.2019 10:00;1.121
04.07.2019 10:00;04.07.2019 11:00;1.11
04.07.2019 11:00;04.07.2019 12:00;1.181
04.07.2019 12:00;04.07.2019 13:00;1.116
04.07.2019 13:00;04.07.2019 14:00;1.05
04.07.2019 14:00;04.07.2019 15:00;1.731
04.07.2019 15:00;04.07.2019 16:00;1.794
04.07.2019 16:00;04.07.2019 17:00;1.278
04.07.2019 17:00;04.07.2019 18:00;0.954
04.07.2019 18:00;04.07.2019 19:00;1.195
04.07.2019 19:00;04.07.2019 20:00;1.099
04.07.2019 20:00;04.07.2019 21:00;1.123
04.07.2019 21:00;04.07.2019 22:00;1.141
04.07.2019 22:00;04.07.2019 23:00;1.066
04.07.2019 23:00;05.07.2019 00:00;1.133
05.07.2019 00:00;05.07.2019 01:00;1.205
05.07.2019 01:00;05.07.2019 02:00;1.385
05.07.2019 02:00;05.07.2019 03:00;1.374
05.07.2019 03:00;05.07.2019 04:00;1.291
05.07.2019 04:00;05.07.2019 05:00;1.288
05.07.2019 05:00;05.07.2019 06:00;1.569
05.07.2019 06:00;05.07.2019 07:00;2.414
05.07.2019 07:00;05.07.2019 08:00;2.31
05.07.2019 08:00;05.07.2019 09:00;1.312
05.07.2019 09:00;05.07.2019 10:00;1.114
05.07.2019 10:00;05.07.2019 11:00;1.002
05.07.2019 11:00;05.07.2019 12:00;0.933
05.07.2019 12:00;05.07.2019 13:00;0.979
05.07.2019 13:00;05.07.2019 14:00;1.055
05.07.2019 14:00;05.07.2019 15:00;1.098
05.07.2019 15:00;05.07.2019 16:00;1.176
05.07.2019 16:00;05.07.2019 17:00;2.169
05.07.2019 17:00;05.07.2019 18:00;5.02
05.07.2019 18:00;05.07.2019 19:00;5.665
05.07.2019 19:00;05.07.2019 20:00;5.727
05.07.2019 20:00;05.07.2019 21:00;6.482
05.07.2019 21:00;05.07.2019 22:00;6.393
05.07.2019 22:00;05.07.2019 23:00;2.069
05.07.2019 23:00;06.07.2019 00:00;1.507
06.07.2019 00:00;06.07.2019 01:00;0.847
06.07.2019 01:00;06.07.2019 02:00;0.917
06.07.2019 02:00;06.07.2019 03:00;0.907
06.07.2019 03:00;06.07.2019 04:00;0.974
06.07.2019 04:00;06.07.2019 05:00;1.022
06.07.2019 05:00;06.07.2019 06:00;1.002
06.07.2019 06:00;06.07.2019 07:00;1.043
06.07.2019 07:00;06.07.2019 08:00;1.758
06.07.2019 08:00;06.07.2019 09:00;1.987
06.07.2019 09:00;06.07.2019 10:00;4.342
06.07.2019 10:00;06.07.2019 11:00;4.586
06.07.2019 11:00;06.07.2019 12:00;3.508
06.07.2019 12:00;06.07.2019 13:00;2.215
06.07.2019 13:00;06.07.2019 14:00;3.139
06.07.2019 14:00;06.07.2019 15:00;1.667
06.07.2019 15:00;06.07.2019 16:00;1.241
06.07.2019 16:00;06.07.2019 17:00;2.63
06.07.2019 17:00;06.07.2019 18:00;2.485
06.07.2019 18:00;06.07.2019 19:00;3.056
06.07.2019 19:00;06.07.2019 20:00;2.529
06.07.2019 20:00;06.07.2019 21:00;2.29
06.07.2019 21:00;06.07.2019 22:00;2.337
06.07.2019 22:00;06.07.2019 23:00;2.074
06.07.2019 23:00;07.07.2019 00:00;2.036
07.07.2019 00:00;07.07.2019 01:00;1.156
07.07.2019 01:00;07.07.2019 02:00;0.689
07.07.2019 02:00;07.07.2019 03:00;0.78
07.07.2019 03:00;07.07.2019 04:00;0.921
07.07.2019 04:00;07.07.2019 05:00;0.799
07.07.2019 05:00;07.07.2019 06:00;0.869
07.07.2019 06:00;07.07.2019 07:00;0.932
07.07.2019 07:00;07.07.2019 08:00;0.954
07.07.2019 08:00;07.07.2019 09:00;2.121
07.07.2019 09:00;07.07.2019 10:00;2.09
07.07.2019 10:00;07.07.2019 11:00;2.229
07.07.2019 11:00;07.07.2019 12:00;1.304
07.07.2019 12:00;07.07.2019 13:00;1.242
07.07.2019 13:00;07.07.2019 14:00;1.183
07.07.2019 14:00;07.07.2019 15:00;1.554
07.07.2019 15:00;07.07.2019 16:00;3.471
07.07.2019 16:00;07.07.2019 17:00;2.093
07.07.2019 17:00;07.07.2019 18:00;1.737
07.07.2019 18:00;07.07.2019 19:00;2.688
07.07.2019 19:00;07.07.2019 20:00;2.598
07.07.2019 20:00;07.07.2019 21:00;1.505
07.07.2019 21:00;07.07.2019 22:00;1.408
07.07.2019 22:00;07.07.2019 23:00;1.336
07.07.2019 23:00;08.07.2019 00:00;1.776
08.07.2019 00:00;08.07.2019 01:00;1.626
08.07.2019 01:00;08.07.2019 02:00;0.914
08.07.2019 02:00;08.07.2019 03:00;0.712
08.07.2019 03:00;08.07.2019 04:00;0.804
08.07.2019 04:00;08.07.2019 05:00;1.029
08.07.2019 05:00;08.07.2019 06:00;1.039
08.07.2019 06:00;08.07.2019 07:00;1.054
08.07.2019 07:00;08.07.2019 08:00;2.123
08.07.2019 08:00;08.07.2019 09:00;1.911
08.07.2019 09:00;08.07.2019 10:00;1.461
08.07.2019 10:00;08.07.2019 11:00;1.389
08.07.2019 11:00;08.07.2019 12:00;1.444
08.07.2019 12:00;08.07.2019 13:00;1.562
08.07.2019 13:00;08.07.2019 14:00;1.089
08.07.2019 14:00;08.07.2019 15:00;0.508
08.07.2019 15:00;08.07.2019 16:00;0.515
08.07.2019 16:00;08.07.2019 17:00;0.464
08.07.2019 17:00;08.07.2019 18:00;0.586
08.07.2019 18:00;08.07.2019 19:00;0.708
08.07.2019 19:00;08.07.2019 20:00;0.408
08.07.2019 20:00;08.07.2019 21:00;0.529
08.07.2019 21:00;08.07.2019 22:00;0.557
08.07.2019 22:00;08.07.2019 23:00;0.387
08.07.2019 23:00;09.07.2019 00:00;0.658
09.07.2019 00:00;09.07.2019 01:00;0.947
09.07.2019 01:00;09.07.2019 02:00;1.464
09.07.2019 02:00;09.07.2019 03:00;1.31
09.07.2019 03:00;09.07.2019 04:00;0.735
09.07.2019 04:00;09.07.2019 05:00;0.709
09.07.2019 05:00;09.07.2019 06:00;0.77
09.07.2019 06:00;09.07.2019 07:00;0.839
09.07.2019 07:00;09.07.2019 08:00;0.745
09.07.2019 08:00;09.07.2019 09:00;0.717
09.07.2019 09:00;09.07.2019 10:00;0.475
09.07.2019 10:00;09.07.2019 11:00;0.589
09.07.2019 11:00;09.07.2019 12:00;0.681
09.07.2019 12:00;09.07.2019 13:00;0.523
09.07.2019 13:00;09.07.2019 14:00;0.557
09.07.2019 14:00;09.07.2019 15:00;0.568
09.07.2019 15:00;09.07.2019 16:00;0.393
09.07.2019 16:00;09.07.2019 17:00;1.276
09.07.2019 17:00;09.07.2019 18:00;1.507
09.07.2019 18:00;09.07.2019 19:00;0.617
09.07.2019 19:00;09.07.2019 20:00;0.655
09.07.2019 20:00;09.07.2019 21:00;0.335
09.07.2019 21:00;09.07.2019 22:00;0.55
09.07.2019 22:00;09.07.2019 23:00;0.323
09.07.2019 23:00;10.07.2019 00:00;0.62
10.07.2019 00:00;10.07.2019 01:00;0.538
10.07.2019 01:00;10.07.2019 02:00;0.751
10.07.2019 02:00;10.07.2019 03:00;0.544
10.07.2019 03:00;10.07.2019 04:00;0.737
10.07.2019 04:00;10.07.2019 05:00;0.56
10.07.2019 05:00;10.07.2019 06:00;0.792
10.07.2019 06:00;10.07.2019 07:00;0.838
10.07.2019 07:00;10.07.2019 08:00;0.483
10.07.2019 08:00;10.07.2019 09:00;1.246
10.07.2019 09:00;10.07.2019 10:00;1.413
10.07.2019 10:00;10.07.2019 11:00;0.737
10.07.2019 11:00;10.07.2019 12:00;0.609
10.07.2019 12:00;10.07.2019 13:00;0.585
10.07.2019 13:00;10.07.2019 14:00;0.526
10.07.2019 14:00;10.07.2019 15:00;0.643
10.07.2019 15:00;10.07.2019 16:00;0.394
10.07.2019 16:00;10.07.2019 17:00;0.398
10.07.2019 17:00;10.07.2019 18:00;0.409
10.07.2019 18:00;10.07.2019 19:00;0.472
10.07.2019 19:00;10.07.2019 20:00;0.672
10.07.2019 20:00;10.07.2019 21:00;0.379
10.07.2019 21:00;10.07.2019 22:00;0.399
10.07.2019 22:00;10.07.2019 23:00;0.368
10.07.2019 23:00;11.07.2019 00:00;0.533
11.07.2019 00:00;11.07.2019 01:00;0.374
11.07.2019 01:00;11.07.2019 02:00;1.246
11.07.2019 02:00;11.07.2019 03:00;1.643
11.07.2019 03:00;11.07.2019 04:00;0.697
11.07.2019 04:00;11.07.2019 05:00;0.64
11.07.2019 05:00;11.07.2019 06:00;0.495
11.07.2019 06:00;11.07.2019 07:00;0.421
11.07.2019 07:00;11.07.2019 08:00;0.651
11.07.2019 08:00;11.07.2019 09:00;0.477
11.07.2019 09:00;11.07.2019 10:00;0.624
11.07.2019 10:00;11.07.2019 11:00;0.391
11.07.2019 11:00;11.07.2019 12:00;0.472
11.07.2019 12:00;11.07.2019 13:00;0.38
11.07.2019 13:00;11.07.2019 14:00;0.684
11.07.2019 14:00;11.07.2019 15:00;0.477
11.07.2019 15:00;11.07.2019 16:00;0.331
11.07.2019 16:00;11.07.2019 17:00;0.576
11.07.2019 17:00;11.07.2019 18:00;0.506
11.07.2019 18:00;11.07.2019 19:00;1.225
11.07.2019 19:00;11.07.2019 20:00;1.257
11.07.2019 20:00;11.07.2019 21:00;0.426
11.07.2019 21:00;11.07.2019 22:00;0.587
11.07.2019 22:00;11.07.2019 23:00;0.391
11.07.2019 23:00;12.07.2019 00:00;0.312
12.07.2019 00:00;12.07.2019 01:00;0.324
12.07.2019 01:00;12.07.2019 02:00;0.465
12.07.2019 02:00;12.07.2019 03:00;0.523
12.07.2019 03:00;12.07.2019 04:00;0.444
12.07.2019 04:00;12.07.2019 05:00;0.609
12.07.2019 05:00;12.07.2019 06:00;0.329
12.07.2019 06:00;12.07.2019 07:00;0.319
12.07.2019 07:00;12.07.2019 08:00;0.648
12.07.2019 08:00;12.07.2019 09:00;0.447
12.07.2019 09:00;12.07.2019 10:00;0.396
12.07.2019 10:00;12.07.2019 11:00;0.986
12.07.2019 11:00;12.07.2019 12:00;1.198
12.07.2019 12:00;12.07.2019 13:00;0.984
12.07.2019 13:00;12.07.2019 14:00;0.555
12.07.2019 14:00;12.07.2019 15:00;0.418
12.07.2019 15:00;12.07.2019 16:00;0.449
12.07.2019 16:00;12.07.2019 17:00;0.441
12.07.2019 17:00;12.07.2019 18:00;0.328
12.07.2019 18:00;12.07.2019 19:00;0.509
12.07.2019 19:00;12.07.2019 20:00;0.343
12.07.2019 20:00;12.07.2019 21:00;0.397
12.07.2019 21:00;12.07.2019 22:00;0.446
12.07.2019 22:00;12.07.2019 23:00;0.436
12.07.2019 23:00;13.07.2019 00:00;0.343
13.07.2019 00:00;13.07.2019 01:00;0.322
13.07.2019 01:00;13.07.2019 02:00;0.593
13.07.2019 02:00;13.07.2019 03:00;0.452
13.07.2019 03:00;13.07.2019 04:00;0.819
13.07.2019 04:00;13.07.2019 05:00;1.306
13.07.2019 05:00;13.07.2019 06:00;1.226
13.07.2019 06:00;13.07.2019 07:00;0.385
13.07.2019 07:00;13.07.2019 08:00;0.39
13.07.2019 08:00;13.07.2019 09:00;0.628
13.07.2019 09:00;13.07.2019 10:00;0.427
13.07.2019 10:00;13.07.2019 11:00;0.422
13.07.2019 11:00;13.07.2019 12:00;0.519
13.07.2019 12:00;13.07.2019 13:00;0.384
13.07.2019 13:00;13.07.2019 14:00;0.38
13.07.2019 14:00;13.07.2019 15:00;0.597
13.07.2019 15:00;13.07.2019 16:00;0.449
13.07.2019 16:00;13.07.2019 17:00;0.362
13.07.2019 17:00;13.07.2019 18:00;0.343
13.07.2019 18:00;13.07.2019 19:00;0.339
13.07.2019 19:00;13.07.2019 20:00;0.572
13.07.2019 20:00;13.07.2019 21:00;0.381
13.07.2019 21:00;13.07.2019 22:00;1.314
13.07.2019 22:00;13.07.2019 23:00;1.233
13.07.2019 23:00;14.07.2019 00:00;0.502
14.07.2019 00:00;14.07.2019 01:00;0.367
14.07.2019 01:00;14.07.2019 02:00;0.332
14.07.2019 02:00;14.07.2019 03:00;0.497
14.07.2019 03:00;14.07.2019 04:00;0.469
14.07.2019 04:00;14.07.2019 05:00;0.448
14.07.2019 05:00;14.07.2019 06:00;0.525
14.07.2019 06:00;14.07.2019 07:00;0.336
14.07.2019 07:00;14.07.2019 08:00;0.336
14.07.2019 08:00;14.07.2019 09:00;0.595
14.07.2019 09:00;14.07.2019 10:00;0.547
14.07.2019 10:00;14.07.2019 11:00;0.402
14.07.2019 11:00;14.07.2019 12:00;0.369
14.07.2019 12:00;14.07.2019 13:00;0.467
14.07.2019 13:00;14.07.2019 14:00;0.39
14.07.2019 14:00;14.07.2019 15:00;1.228
14.07.2019 15:00;14.07.2019 16:00;1.267
14.07.2019 16:00;14.07.2019 17:00;0.676
14.07.2019 17:00;14.07.2019 18:00;0.338
14.07.2019 18:00;14.07.2019 19:00;0.285
14.07.2019 19:00;14.07.2019 20:00;0.383
14.07.2019 20:00;14.07.2019 21:00;0.403
14.07.2019 21:00;14.07.2019 22:00;0.597
14.07.2019 22:00;14.07.2019 23:00;0.707
14.07.2019 23:00;15.07.2019 00:00;2.326
15.07.2019 00:00;15.07.2019 01:00;5.296
15.07.2019 01:00;15.07.2019 02:00;5.134
15.07.2019 02:00;15.07.2019 03:00;4.763
15.07.2019 03:00;15.07.2019 04:00;4.539
15.07.2019 04:00;15.07.2019 05:00;4.263
15.07.2019 05:00;15.07.2019 06:00;5.574
15.07.2019 06:00;15.07.2019 07:00;4.604
15.07.2019 07:00;15.07.2019 08:00;0.983
15.07.2019 08:00;15.07.2019 09:00;3.823
15.07.2019 09:00;15.07.2019 10:00;3.03
15.07.2019 10:00;15.07.2019 11:00;2.638
15.07.2019 11:00;15.07.2019 12:00;2.983
15.07.2019 12:00;15.07.2019 13:00;2.561
15.07.2019 13:00;15.07.2019 14:00;2.31
15.07.2019 14:00;15.07.2019 15:00;2.004
15.07.2019 15:00;15.07.2019 16:00;4.757
15.07.2019 16:00;15.07.2019 17:00;5.285
15.07.2019 17:00;15.07.2019 18:00;5.133
15.07.2019 18:00;15.07.2019 19:00;5.641
15.07.2019 19:00;15.07.2019 20:00;2.426
15.07.2019 20:00;15.07.2019 21:00;1.803
15.07.2019 21:00;15.07.2019 22:00;1.501
15.07.2019 22:00;15.07.2019 23:00;1.299
15.07.2019 23:00;16.07.2019 00:00;1.131
16.07.2019 00:00;16.07.2019 01:00;0.884
16.07.2019 01:00;16.07.2019 02:00;1.559
16.07.2019 02:00;16.07.2019 03:00;0.888
16.07.2019 03:00;16.07.2019 04:00;0.697
16.07.2019 04:00;16.07.2019 05:00;0.812
16.07.2019 05:00;16.07.2019 06:00;0.841
16.07.2019 06:00;16.07.2019 07:00;0.71
16.07.2019 07:00;16.07.2019 08:00;2.019
16.07.2019 08:00;16.07.2019 09:00;1.652
16.07.2019 09:00;16.07.2019 10:00;1.24
16.07.2019 10:00;16.07.2019 11:00;0.871
16.07.2019 11:00;16.07.2019 12:00;1.426
16.07.2019 12:00;16.07.2019 13:00;1.224
16.07.2019 13:00;16.07.2019 14:00;1.267
16.07.2019 14:00;16.07.2019 15:00;2.356
16.07.2019 15:00;16.07.2019 16:00;2.552
16.07.2019 16:00;16.07.2019 17:00;0.986
16.07.2019 17:00;16.07.2019 18:00;1.168
16.07.2019 18:00;16.07.2019 19:00;1.336
16.07.2019 19:00;16.07.2019 20:00;1.145
16.07.2019 20:00;16.07.2019 21:00;0.363
16.07.2019 21:00;16.07.2019 22:00;0.655
16.07.2019 22:00;16.07.2019 23:00;0.374
16.07.2019 23:00;17.07.2019 00:00;0.405
17.07.2019 00:00;17.07.2019 01:00;0.572
17.07.2019 01:00;17.07.2019 02:00;0.432
17.07.2019 02:00;17.07.2019 03:00;0.766
17.07.2019 03:00;17.07.2019 04:00;0.621
17.07.2019 04:00;17.07.2019 05:00;0.78
17.07.2019 05:00;17.07.2019 06:00;1.388
17.07.2019 06:00;17.07.2019 07:00;1.245
17.07.2019 07:00;17.07.2019 08:00;0.391
17.07.2019 08:00;17.07.2019 09:00;0.644
17.07.2019 09:00;17.07.2019 10:00;0.445
17.07.2019 10:00;17.07.2019 11:00;0.669
17.07.2019 11:00;17.07.2019 12:00;0.394
17.07.2019 12:00;17.07.2019 13:00;0.544
17.07.2019 13:00;17.07.2019 14:00;0.35
17.07.2019 14:00;17.07.2019 15:00;0.527
17.07.2019 15:00;17.07.2019 16:00;0.439
17.07.2019 16:00;17.07.2019 17:00;0.431
17.07.2019 17:00;17.07.2019 18:00;0.567
17.07.2019 18:00;17.07.2019 19:00;0.365
17.07.2019 19:00;17.07.2019 20:00;0.546
17.07.2019 20:00;17.07.2019 21:00;1.369
17.07.2019 21:00;17.07.2019 22:00;1.093
17.07.2019 22:00;17.07.2019 23:00;0.402
17.07.2019 23:00;18.07.2019 00:00;0.449
18.07.2019 00:00;18.07.2019 01:00;0.577
18.07.2019 01:00;18.07.2019 02:00;0.354
18.07.2019 02:00;18.07.2019 03:00;0.544
18.07.2019 03:00;18.07.2019 04:00;0.522
18.07.2019 04:00;18.07.2019 05:00;0.413
18.07.2019 05:00;18.07.2019 06:00;0.721
18.07.2019 06:00;18.07.2019 07:00;0.44
18.07.2019 07:00;18.07.2019 08:00;0.589
18.07.2019 08:00;18.07.2019 09:00;0.381
18.07.2019 09:00;18.07.2019 10:00;0.619
18.07.2019 10:00;18.07.2019 11:00;0.436
18.07.2019 11:00;18.07.2019 12:00;0.524
18.07.2019 12:00;18.07.2019 13:00;1.009
18.07.2019 13:00;18.07.2019 14:00;1.253
18.07.2019 14:00;18.07.2019 15:00;0.883
18.07.2019 15:00;18.07.2019 16:00;0.468
18.07.2019 16:00;18.07.2019 17:00;0.423
18.07.2019 17:00;18.07.2019 18:00;0.579
18.07.2019 18:00;18.07.2019 19:00;0.363
18.07.2019 19:00;18.07.2019 20:00;0.271
18.07.2019 20:00;18.07.2019 21:00;0.41
18.07.2019 21:00;18.07.2019 22:00;0.614
18.07.2019 22:00;18.07.2019 23:00;0.422
18.07.2019 23:00;19.07.2019 00:00;0.482
19.07.2019 00:00;19.07.2019 01:00;0.499
19.07.2019 01:00;19.07.2019 02:00;0.447
19.07.2019 02:00;19.07.2019 03:00;0.34
19.07.2019 03:00;19.07.2019 04:00;0.626
19.07.2019 04:00;19.07.2019 05:00;0.511
19.07.2019 05:00;19.07.2019 06:00;1.014
19.07.2019 06:00;19.07.2019 07:00;1.456
19.07.2019 07:00;19.07.2019 08:00;0.767
19.07.2019 08:00;19.07.2019 09:00;0.557
19.07.2019 09:00;19.07.2019 10:00;0.397
19.07.2019 10:00;19.07.2019 11:00;0.671
19.07.2019 11:00;19.07.2019 12:00;0.439
19.07.2019 12:00;19.07.2019 13:00;0.607
19.07.2019 13:00;19.07.2019 14:00;0.338
19.07.2019 14:00;19.07.2019 15:00;0.565
19.07.2019 15:00;19.07.2019 16:00;0.416
19.07.2019 16:00;19.07.2019 17:00;0.57
19.07.2019 17:00;19.07.2019 18:00;0.525
19.07.2019 18:00;19.07.2019 19:00;1.893
19.07.2019 19:00;19.07.2019 20:00;3.02
19.07.2019 20:00;19.07.2019 21:00;2.922
19.07.2019 21:00;19.07.2019 22:00;1.933
19.07.2019 22:00;19.07.2019 23:00;1.682
19.07.2019 23:00;20.07.2019 00:00;1.555
20.07.2019 00:00;20.07.2019 01:00;1.505
20.07.2019 01:00;20.07.2019 02:00;1.403
20.07.2019 02:00;20.07.2019 03:00;1.51
20.07.2019 03:00;20.07.2019 04:00;1.659
20.07.2019 04:00;20.07.2019 05:00;1.697
20.07.2019 05:00;20.07.2019 06:00;1.541
20.07.2019 06:00;20.07.2019 07:00;1.575
20.07.2019 07:00;20.07.2019 08:00;1.165
20.07.2019 08:00;20.07.2019 09:00;0.471
20.07.2019 09:00;20.07.2019 10:00;0.556
20.07.2019 10:00;20.07.2019 11:00;1.067
20.07.2019 11:00;20.07.2019 12:00;1.054
20.07.2019 12:00;20.07.2019 13:00;1.659
20.07.2019 13:00;20.07.2019 14:00;1.643
20.07.2019 14:00;20.07.2019 15:00;0.866
20.07.2019 15:00;20.07.2019 16:00;1.53
20.07.2019 16:00;20.07.2019 17:00;0.906
20.07.2019 17:00;20.07.2019 18:00;0.702
20.07.2019 18:00;20.07.2019 19:00;4.5
20.07.2019 19:00;20.07.2019 20:00;5.939
20.07.2019 20:00;20.07.2019 21:00;6.168
20.07.2019 21:00;20.07.2019 22:00;6.554
20.07.2019 22:00;20.07.2019 23:00;5.752
20.07.2019 23:00;21.07.2019 00:00;4.644
21.07.2019 00:00;21.07.2019 01:00;4.265
21.07.2019 01:00;21.07.2019 02:00;4.326
21.07.2019 02:00;21.07.2019 03:00;2.317
21.07.2019 03:00;21.07.2019 04:00;0.617
21.07.2019 04:00;21.07.2019 05:00;0.556
21.07.2019 05:00;21.07.2019 06:00;0.661
21.07.2019 06:00;21.07.2019 07:00;0.682
21.07.2019 07:00;21.07.2019 08:00;1.359
21.07.2019 08:00;21.07.2019 09:00;1.606
21.07.2019 09:00;21.07.2019 10:00;1.33
21.07.2019 10:00;21.07.2019 11:00;1.856
21.07.2019 11:00;21.07.2019 12:00;1.526
21.07.2019 12:00;21.07.2019 13:00;1.981
21.07.2019 13:00;21.07.2019 14:00;2.193
21.07.2019 14:00;21.07.2019 15:00;3.392
21.07.2019 15:00;21.07.2019 16:00;2.231
21.07.2019 16:00;21.07.2019 17:00;1.069
21.07.2019 17:00;21.07.2019 18:00;1.9
21.07.2019 18:00;21.07.2019 19:00;1.769
21.07.2019 19:00;21.07.2019 20:00;1.917
21.07.2019 20:00;21.07.2019 21:00;2.139
21.07.2019 21:00;21.07.2019 22:00;2.113
21.07.2019 22:00;21.07.2019 23:00;1.808
21.07.2019 23:00;22.07.2019 00:00;1.453
22.07.2019 00:00;22.07.2019 01:00;1.424
22.07.2019 01:00;22.07.2019 02:00;1.606
22.07.2019 02:00;22.07.2019 03:00;1.577
22.07.2019 03:00;22.07.2019 04:00;1.316
22.07.2019 04:00;22.07.2019 05:00;1.555
22.07.2019 05:00;22.07.2019 06:00;1.061
22.07.2019 06:00;22.07.2019 07:00;0.511
22.07.2019 07:00;22.07.2019 08:00;0.721
22.07.2019 08:00;22.07.2019 09:00;0.611
22.07.2019 09:00;22.07.2019 10:00;0.512
22.07.2019 10:00;22.07.2019 11:00;0.548
22.07.2019 11:00;22.07.2019 12:00;0.674
22.07.2019 12:00;22.07.2019 13:00;0.779
22.07.2019 13:00;22.07.2019 14:00;1.486
22.07.2019 14:00;22.07.2019 15:00;1.574
22.07.2019 15:00;22.07.2019 16:00;1.2
22.07.2019 16:00;22.07.2019 17:00;1.022
22.07.2019 17:00;22.07.2019 18:00;0.858
22.07.2019 18:00;22.07.2019 19:00;1.242
22.07.2019 19:00;22.07.2019 20:00;1.74
22.07.2019 20:00;22.07.2019 21:00;2.196
22.07.2019 21:00;22.07.2019 22:00;1.504
22.07.2019 22:00;22.07.2019 23:00;1.035
22.07.2019 23:00;23.07.2019 00:00;0.518
23.07.2019 00:00;23.07.2019 01:00;0.41
23.07.2019 01:00;23.07.2019 02:00;0.7
23.07.2019 02:00;23.07.2019 03:00;0.568
23.07.2019 03:00;23.07.2019 04:00;0.628
23.07.2019 04:00;23.07.2019 05:00;0.678
23.07.2019 05:00;23.07.2019 06:00;0.401
23.07.2019 06:00;23.07.2019 07:00;0.623
23.07.2019 07:00;23.07.2019 08:00;0.889
