Fra;Til;KWH 60 Forbruk
27.06.2019 07:00;27.06.2019 08:00;2.752
27.06.2019 08:00;27.06.2019 09:00;2.392
27.06.2019 09:00;27.06.2019 10:00;1.994
27.06.2019 10:00;27.06.2019 11:00;2.193
27.06.2019 11:00;27.06.2019 12:00;1.892
27.06.2019 12:00;27.06.2019 13:00;1.78
27.06.2019 13:00;27.06.2019 14:00;2.678
27.06.2019 14:00;27.06.2019 15:00;1.997
27.06.2019 15:00;27.06.2019 16:00;1.461
27.06.2019 16:00;27.06.2019 17:00;1.348
27.06.2019 17:00;27.06.2019 18:00;0.991
27.06.2019 18:00;27.06.2019 19:00;1.222
27.06.2019 19:00;27.06.2019 20:00;1.245
27.06.2019 20:00;27.06.2019 21:00;1.04
27.06.2019 21:00;27.06.2019 22:00;1.318
27.06.2019 22:00;27.06.2019 23:00;2.052
27.06.2019 23:00;28.06.2019 00:00;2.03
28.06.2019 00:00;28.06.2019 01:00;1.724
28.06.2019 01:00;28.06.2019 02:00;1.726
28.06.2019 02:00;28.06.2019 03:00;0.992
28.06.2019 03:00;28.06.2019 04:00;0.944
28.06.2019 04:00;28.06.2019 05:00;0.957
28.06.2019 05:00;28.06.2019 06:00;0.801
28.06.2019 06:00;28.06.2019 07:00;1.367
28.06.2019 07:00;28.06.2019 08:00;1.972
28.06.2019 08:00;28.06.2019 09:00;1.871
28.06.2019 09:00;28.06.2019 10:00;1.94
28.06.2019 10:00;28.06.2019 11:00;1.89
28.06.2019 11:00;28.06.2019 12:00;1.753
28.06.2019 12:00;28.06.2019 13:00;1.793
28.06.2019 13:00;28.06.2019 14:00;2.072
28.06.2019 14:00;28.06.2019 15:00;1.902
28.06.2019 15:00;28.06.2019 16:00;1.369
28.06.2019 16:00;28.06.2019 17:00;1.076
28.06.2019 17:00;28.06.2019 18:00;1.885
28.06.2019 18:00;28.06.2019 19:00;5.085
28.06.2019 19:00;28.06.2019 20:00;2.391
28.06.2019 20:00;28.06.2019 21:00;2.044
28.06.2019 21:00;28.06.2019 22:00;2.374
28.06.2019 22:00;28.06.2019 23:00;2.064
28.06.2019 23:00;29.06.2019 00:00;1.956
29.06.2019 00:00;29.06.2019 01:00;1.679
29.06.2019 01:00;29.06.2019 02:00;1.707
29.06.2019 02:00;29.06.2019 03:00;1.717
29.06.2019 03:00;29.06.2019 04:00;1.466
29.06.2019 04:00;29.06.2019 05:00;0.894
29.06.2019 05:00;29.06.2019 06:00;0.715
29.06.2019 06:00;29.06.2019 07:00;1.839
29.06.2019 07:00;29.06.2019 08:00;2.033
29.06.2019 08:00;29.06.2019 09:00;1.614
29.06.2019 09:00;29.06.2019 10:00;1.031
29.06.2019 10:00;29.06.2019 11:00;0.999
29.06.2019 11:00;29.06.2019 12:00;0.951
29.06.2019 12:00;29.06.2019 13:00;0.779
29.06.2019 13:00;29.06.2019 14:00;0.786
29.06.2019 14:00;29.06.2019 15:00;1.149
29.06.2019 15:00;29.06.2019 16:00;0.877
29.06.2019 16:00;29.06.2019 17:00;1.014
29.06.2019 17:00;29.06.2019 18:00;0.727
29.06.2019 18:00;29.06.2019 19:00;1.319
29.06.2019 19:00;29.06.2019 20:00;1.718
29.06.2019 20:00;29.06.2019 21:00;1.066
29.06.2019 21:00;29.06.2019 22:00;3.825
29.06.2019 22:00;29.06.2019 23:00;4.463
29.06.2019 23:00;30.06.2019 00:00;4.344
30.06.2019 00:00;30.06.2019 01:00;4.148
30.06.2019 01:00;30.06.2019 02:00;4.609
30.06.2019 02:00;30.06.2019 03:00;4.308
30.06.2019 03:00;30.06.2019 04:00;4.654
30.06.2019 04:00;30.06.2019 05:00;3.836
30.06.2019 05:00;30.06.2019 06:00;0.735
30.06.2019 06:00;30.06.2019 07:00;0.941
30.06.2019 07:00;30.06.2019 08:00;0.948
30.06.2019 08:00;30.06.2019 09:00;1.87
30.06.2019 09:00;30.06.2019 10:00;2.149
30.06.2019 10:00;30.06.2019 11:00;2.167
30.06.2019 11:00;30.06.2019 12:00;1.681
30.06.2019 12:00;30.06.2019 13:00;1.873
30.06.2019 13:00;30.06.2019 14:00;0.673
30.06.2019 14:00;30.06.2019 15:00;1.192
30.06.2019 15:00;30.06.2019 16:00;1.229
30.06.2019 16:00;30.06.2019 17:00;1.461
30.06.2019 17:00;30.06.2019 18:00;1.917
30.06.2019 18:00;30.06.2019 19:00;2.662
30.06.2019 19:00;30.06.2019 20:00;2.019
30.06.2019 20:00;30.06.2019 21:00;1.71
30.06.2019 21:00;30.06.2019 22:00;2.117
30.06.2019 22:00;30.06.2019 23:00;2.459
30.06.2019 23:00;01.07.2019 00:00;1.768
